filename,stalled,url,project_id,num_frames,crowd_score,tier1,micro,nano,fold
117990.mp4,1,s3://drivendata-competition-clog-loss/train/117990.mp4,G,70,0.9110729999999999,True,True,True,2
118199.mp4,1,s3://drivendata-competition-clog-loss/train/118199.mp4,J,72,0.141197,True,True,True,3
118271.mp4,0,s3://drivendata-competition-clog-loss/train/118271.mp4,G,56,0.500739,True,True,True,2
119269.mp4,0,s3://drivendata-competition-clog-loss/train/119269.mp4,G,51,0.0,True,True,True,1
119593.mp4,0,s3://drivendata-competition-clog-loss/train/119593.mp4,L,96,0.0,True,True,True,0
120238.mp4,1,s3://drivendata-competition-clog-loss/train/120238.mp4,I,75,0.861367,True,True,True,3
121061.mp4,0,s3://drivendata-competition-clog-loss/train/121061.mp4,F,71,0.0,True,True,True,0
121306.mp4,0,s3://drivendata-competition-clog-loss/train/121306.mp4,D,69,0.0,True,True,True,2
121331.mp4,1,s3://drivendata-competition-clog-loss/train/121331.mp4,G,71,0.743825,True,True,True,4
121676.mp4,0,s3://drivendata-competition-clog-loss/train/121676.mp4,J,88,0.0,True,True,True,1
122311.mp4,0,s3://drivendata-competition-clog-loss/train/122311.mp4,A,52,0.0,True,True,True,2
122669.mp4,0,s3://drivendata-competition-clog-loss/train/122669.mp4,F,51,0.0,True,True,True,0
123418.mp4,1,s3://drivendata-competition-clog-loss/train/123418.mp4,F,51,0.911336,True,True,True,2
123612.mp4,1,s3://drivendata-competition-clog-loss/train/123612.mp4,A,65,1.0,True,True,True,0
123910.mp4,0,s3://drivendata-competition-clog-loss/train/123910.mp4,F,49,0.0,True,True,True,1
124828.mp4,0,s3://drivendata-competition-clog-loss/train/124828.mp4,G,58,0.0,True,True,True,2
125124.mp4,0,s3://drivendata-competition-clog-loss/train/125124.mp4,L,50,0.0,True,True,True,3
125277.mp4,1,s3://drivendata-competition-clog-loss/train/125277.mp4,L,152,0.0,True,True,True,2
125443.mp4,1,s3://drivendata-competition-clog-loss/train/125443.mp4,G,42,0.799864,True,True,True,0
125613.mp4,0,s3://drivendata-competition-clog-loss/train/125613.mp4,G,47,0.0,True,True,True,4
127752.mp4,0,s3://drivendata-competition-clog-loss/train/127752.mp4,L,56,0.0,True,True,True,0
128300.mp4,0,s3://drivendata-competition-clog-loss/train/128300.mp4,A,49,0.0,True,True,True,1
128568.mp4,0,s3://drivendata-competition-clog-loss/train/128568.mp4,C,49,0.0,True,True,True,0
128915.mp4,0,s3://drivendata-competition-clog-loss/train/128915.mp4,C,136,0.0,True,True,True,3
130708.mp4,0,s3://drivendata-competition-clog-loss/train/130708.mp4,K,94,0.0,True,True,True,2
131650.mp4,1,s3://drivendata-competition-clog-loss/train/131650.mp4,H,34,1.0,True,True,True,0
131809.mp4,1,s3://drivendata-competition-clog-loss/train/131809.mp4,G,28,0.678268,True,True,True,2
132041.mp4,1,s3://drivendata-competition-clog-loss/train/132041.mp4,G,56,0.721582,True,True,True,2
132555.mp4,0,s3://drivendata-competition-clog-loss/train/132555.mp4,I,33,0.0,True,True,True,3
133072.mp4,1,s3://drivendata-competition-clog-loss/train/133072.mp4,G,81,0.7586729999999999,True,True,True,3
133629.mp4,0,s3://drivendata-competition-clog-loss/train/133629.mp4,L,163,0.0,True,True,True,3
133981.mp4,0,s3://drivendata-competition-clog-loss/train/133981.mp4,L,87,0.0,True,True,True,0
134177.mp4,0,s3://drivendata-competition-clog-loss/train/134177.mp4,J,59,0.0,True,True,True,2
134188.mp4,1,s3://drivendata-competition-clog-loss/train/134188.mp4,L,38,0.0,True,True,True,0
134927.mp4,0,s3://drivendata-competition-clog-loss/train/134927.mp4,G,51,0.0,True,True,True,2
135274.mp4,1,s3://drivendata-competition-clog-loss/train/135274.mp4,L,54,0.0,True,True,True,2
135376.mp4,0,s3://drivendata-competition-clog-loss/train/135376.mp4,F,64,0.0,True,True,True,0
135656.mp4,1,s3://drivendata-competition-clog-loss/train/135656.mp4,G,32,0.716644,True,True,True,2
135817.mp4,0,s3://drivendata-competition-clog-loss/train/135817.mp4,G,57,0.0,True,True,True,1
136156.mp4,1,s3://drivendata-competition-clog-loss/train/136156.mp4,L,75,0.0,True,True,True,2
136369.mp4,0,s3://drivendata-competition-clog-loss/train/136369.mp4,L,90,0.0,True,True,True,2
137298.mp4,0,s3://drivendata-competition-clog-loss/train/137298.mp4,A,151,0.0,True,True,True,0
137445.mp4,1,s3://drivendata-competition-clog-loss/train/137445.mp4,A,51,1.0,True,True,True,4
137590.mp4,0,s3://drivendata-competition-clog-loss/train/137590.mp4,G,55,0.0,True,True,True,1
138115.mp4,1,s3://drivendata-competition-clog-loss/train/138115.mp4,L,72,0.0,True,True,True,3
138217.mp4,1,s3://drivendata-competition-clog-loss/train/138217.mp4,G,69,0.8468629999999999,True,True,True,2
138319.mp4,0,s3://drivendata-competition-clog-loss/train/138319.mp4,I,48,0.0,True,True,True,4
138665.mp4,1,s3://drivendata-competition-clog-loss/train/138665.mp4,F,58,1.0,True,True,True,2
138889.mp4,0,s3://drivendata-competition-clog-loss/train/138889.mp4,H,39,0.0,True,True,True,3
139152.mp4,1,s3://drivendata-competition-clog-loss/train/139152.mp4,A,28,1.0,True,True,True,2
140096.mp4,1,s3://drivendata-competition-clog-loss/train/140096.mp4,I,57,1.0,True,True,True,4
140172.mp4,0,s3://drivendata-competition-clog-loss/train/140172.mp4,L,83,0.0,True,True,True,1
140766.mp4,0,s3://drivendata-competition-clog-loss/train/140766.mp4,A,33,0.0,True,True,True,2
141347.mp4,1,s3://drivendata-competition-clog-loss/train/141347.mp4,F,80,1.0,True,True,True,4
142069.mp4,0,s3://drivendata-competition-clog-loss/train/142069.mp4,F,63,0.0,True,True,True,3
142469.mp4,0,s3://drivendata-competition-clog-loss/train/142469.mp4,G,56,0.0,True,True,True,1
142937.mp4,1,s3://drivendata-competition-clog-loss/train/142937.mp4,G,65,0.741568,True,True,True,0
143304.mp4,0,s3://drivendata-competition-clog-loss/train/143304.mp4,G,43,0.0898522,True,True,True,2
144999.mp4,0,s3://drivendata-competition-clog-loss/train/144999.mp4,L,48,0.0,True,True,True,4
145077.mp4,0,s3://drivendata-competition-clog-loss/train/145077.mp4,G,92,0.164029,True,True,True,2
145174.mp4,1,s3://drivendata-competition-clog-loss/train/145174.mp4,A,67,1.0,True,True,True,2
146590.mp4,1,s3://drivendata-competition-clog-loss/train/146590.mp4,J,84,0.213612,True,True,True,2
147576.mp4,0,s3://drivendata-competition-clog-loss/train/147576.mp4,F,54,0.0,True,True,True,0
149368.mp4,1,s3://drivendata-competition-clog-loss/train/149368.mp4,D,36,1.0,True,True,True,3
149497.mp4,1,s3://drivendata-competition-clog-loss/train/149497.mp4,E,73,0.77594,True,True,True,1
149629.mp4,1,s3://drivendata-competition-clog-loss/train/149629.mp4,G,43,1.0,True,True,True,2
149762.mp4,0,s3://drivendata-competition-clog-loss/train/149762.mp4,H,31,0.0,True,True,True,0
150271.mp4,1,s3://drivendata-competition-clog-loss/train/150271.mp4,L,62,0.0,True,True,True,4
150273.mp4,1,s3://drivendata-competition-clog-loss/train/150273.mp4,A,54,0.7608189999999999,True,True,True,0
150580.mp4,1,s3://drivendata-competition-clog-loss/train/150580.mp4,F,101,0.8763850000000001,True,True,True,3
150886.mp4,1,s3://drivendata-competition-clog-loss/train/150886.mp4,L,122,0.0,True,True,True,0
150996.mp4,1,s3://drivendata-competition-clog-loss/train/150996.mp4,F,51,0.771659,True,True,True,3
151021.mp4,0,s3://drivendata-competition-clog-loss/train/151021.mp4,J,67,0.0,True,True,True,2
151144.mp4,0,s3://drivendata-competition-clog-loss/train/151144.mp4,G,89,0.376662,True,True,True,2
151554.mp4,1,s3://drivendata-competition-clog-loss/train/151554.mp4,J,72,0.535428,True,True,True,3
152152.mp4,0,s3://drivendata-competition-clog-loss/train/152152.mp4,G,45,0.0,True,True,True,2
153892.mp4,0,s3://drivendata-competition-clog-loss/train/153892.mp4,F,77,0.0,True,True,True,4
154495.mp4,0,s3://drivendata-competition-clog-loss/train/154495.mp4,L,47,0.0,True,True,True,4
154694.mp4,0,s3://drivendata-competition-clog-loss/train/154694.mp4,C,61,0.0,True,True,True,0
154857.mp4,1,s3://drivendata-competition-clog-loss/train/154857.mp4,C,68,0.7784300000000001,True,True,True,1
154959.mp4,1,s3://drivendata-competition-clog-loss/train/154959.mp4,H,83,1.0,True,True,True,2
155106.mp4,1,s3://drivendata-competition-clog-loss/train/155106.mp4,G,67,0.710517,True,True,True,1
156237.mp4,1,s3://drivendata-competition-clog-loss/train/156237.mp4,L,64,0.0,True,True,True,3
156765.mp4,0,s3://drivendata-competition-clog-loss/train/156765.mp4,A,49,0.0,True,True,True,0
156867.mp4,0,s3://drivendata-competition-clog-loss/train/156867.mp4,G,60,0.0,True,True,True,1
157262.mp4,0,s3://drivendata-competition-clog-loss/train/157262.mp4,F,64,0.0,True,True,True,4
157691.mp4,1,s3://drivendata-competition-clog-loss/train/157691.mp4,L,55,0.0,True,True,True,2
158051.mp4,1,s3://drivendata-competition-clog-loss/train/158051.mp4,L,51,0.0,True,True,True,3
158184.mp4,1,s3://drivendata-competition-clog-loss/train/158184.mp4,G,81,0.775551,True,True,True,2
158811.mp4,1,s3://drivendata-competition-clog-loss/train/158811.mp4,F,62,1.0,True,True,True,4
159388.mp4,1,s3://drivendata-competition-clog-loss/train/159388.mp4,G,55,1.0,True,True,True,1
159421.mp4,0,s3://drivendata-competition-clog-loss/train/159421.mp4,D,63,0.0,True,True,True,1
160131.mp4,0,s3://drivendata-competition-clog-loss/train/160131.mp4,L,108,0.0,True,True,True,2
160216.mp4,1,s3://drivendata-competition-clog-loss/train/160216.mp4,G,73,0.739933,True,True,True,1
160240.mp4,0,s3://drivendata-competition-clog-loss/train/160240.mp4,G,53,0.0,True,True,True,1
160860.mp4,1,s3://drivendata-competition-clog-loss/train/160860.mp4,G,66,0.931575,True,True,True,1
160894.mp4,0,s3://drivendata-competition-clog-loss/train/160894.mp4,G,70,0.0,True,True,True,1
161078.mp4,0,s3://drivendata-competition-clog-loss/train/161078.mp4,G,118,0.0340469,True,True,True,2
161217.mp4,1,s3://drivendata-competition-clog-loss/train/161217.mp4,G,65,0.8387620000000001,True,True,True,4
162501.mp4,0,s3://drivendata-competition-clog-loss/train/162501.mp4,I,78,0.0,True,True,True,2
163010.mp4,0,s3://drivendata-competition-clog-loss/train/163010.mp4,C,55,0.0,True,True,True,2
163594.mp4,0,s3://drivendata-competition-clog-loss/train/163594.mp4,G,48,0.0,True,True,True,4
164220.mp4,1,s3://drivendata-competition-clog-loss/train/164220.mp4,G,63,0.6904359999999999,True,True,True,1
164362.mp4,0,s3://drivendata-competition-clog-loss/train/164362.mp4,K,58,0.0,True,True,True,2
164448.mp4,0,s3://drivendata-competition-clog-loss/train/164448.mp4,D,62,0.0,True,True,True,3
164617.mp4,1,s3://drivendata-competition-clog-loss/train/164617.mp4,G,50,0.744394,True,True,True,4
164991.mp4,1,s3://drivendata-competition-clog-loss/train/164991.mp4,I,47,0.793474,True,True,True,4
165259.mp4,0,s3://drivendata-competition-clog-loss/train/165259.mp4,I,43,0.0,True,True,True,4
165561.mp4,1,s3://drivendata-competition-clog-loss/train/165561.mp4,M,86,0.915225,True,True,True,3
165626.mp4,1,s3://drivendata-competition-clog-loss/train/165626.mp4,G,49,1.0,True,True,True,3
166227.mp4,0,s3://drivendata-competition-clog-loss/train/166227.mp4,A,51,0.0,True,True,True,1
166258.mp4,1,s3://drivendata-competition-clog-loss/train/166258.mp4,M,75,1.0,True,True,True,1
166341.mp4,0,s3://drivendata-competition-clog-loss/train/166341.mp4,F,63,0.0,True,True,True,4
167670.mp4,1,s3://drivendata-competition-clog-loss/train/167670.mp4,I,56,1.0,True,True,True,1
167785.mp4,1,s3://drivendata-competition-clog-loss/train/167785.mp4,G,55,1.0,True,True,True,3
168695.mp4,0,s3://drivendata-competition-clog-loss/train/168695.mp4,G,39,0.0,True,True,True,4
169605.mp4,0,s3://drivendata-competition-clog-loss/train/169605.mp4,G,55,0.0,True,True,True,4
169895.mp4,1,s3://drivendata-competition-clog-loss/train/169895.mp4,L,126,0.0,True,True,True,3
170076.mp4,0,s3://drivendata-competition-clog-loss/train/170076.mp4,A,57,0.0,True,True,True,0
170266.mp4,1,s3://drivendata-competition-clog-loss/train/170266.mp4,L,53,0.0,True,True,True,2
170698.mp4,0,s3://drivendata-competition-clog-loss/train/170698.mp4,L,60,0.0,True,True,True,2
171621.mp4,1,s3://drivendata-competition-clog-loss/train/171621.mp4,M,30,1.0,True,True,True,4
171624.mp4,0,s3://drivendata-competition-clog-loss/train/171624.mp4,F,62,0.0,True,True,True,3
172372.mp4,1,s3://drivendata-competition-clog-loss/train/172372.mp4,F,61,1.0,True,True,True,0
172393.mp4,1,s3://drivendata-competition-clog-loss/train/172393.mp4,F,51,1.0,True,True,True,3
172865.mp4,0,s3://drivendata-competition-clog-loss/train/172865.mp4,L,64,0.0,True,True,True,1
172961.mp4,0,s3://drivendata-competition-clog-loss/train/172961.mp4,A,45,0.0,True,True,True,1
172965.mp4,1,s3://drivendata-competition-clog-loss/train/172965.mp4,C,51,1.0,True,True,True,2
174204.mp4,0,s3://drivendata-competition-clog-loss/train/174204.mp4,I,38,0.0,True,True,True,3
174519.mp4,0,s3://drivendata-competition-clog-loss/train/174519.mp4,G,49,0.0,True,True,True,0
174528.mp4,1,s3://drivendata-competition-clog-loss/train/174528.mp4,G,70,1.0,True,True,True,0
174821.mp4,0,s3://drivendata-competition-clog-loss/train/174821.mp4,L,87,0.0,True,True,True,3
175416.mp4,0,s3://drivendata-competition-clog-loss/train/175416.mp4,J,65,0.0,True,True,True,2
176680.mp4,1,s3://drivendata-competition-clog-loss/train/176680.mp4,G,45,1.0,True,True,True,1
177155.mp4,1,s3://drivendata-competition-clog-loss/train/177155.mp4,I,44,1.0,True,True,True,3
177518.mp4,0,s3://drivendata-competition-clog-loss/train/177518.mp4,G,61,0.0,True,True,True,3
178322.mp4,1,s3://drivendata-competition-clog-loss/train/178322.mp4,C,65,1.0,True,True,True,2
179212.mp4,0,s3://drivendata-competition-clog-loss/train/179212.mp4,G,70,0.0,True,True,True,2
179418.mp4,1,s3://drivendata-competition-clog-loss/train/179418.mp4,C,55,1.0,True,True,True,2
179660.mp4,1,s3://drivendata-competition-clog-loss/train/179660.mp4,I,57,0.841944,True,True,True,0
180131.mp4,0,s3://drivendata-competition-clog-loss/train/180131.mp4,F,80,0.0,True,True,True,3
180214.mp4,0,s3://drivendata-competition-clog-loss/train/180214.mp4,L,66,0.0,True,True,True,4
180410.mp4,1,s3://drivendata-competition-clog-loss/train/180410.mp4,L,65,0.0,True,True,True,4
181118.mp4,0,s3://drivendata-competition-clog-loss/train/181118.mp4,A,54,0.0,True,True,True,0
181204.mp4,0,s3://drivendata-competition-clog-loss/train/181204.mp4,L,70,0.0,True,True,True,4
181962.mp4,0,s3://drivendata-competition-clog-loss/train/181962.mp4,G,35,0.0,True,True,True,3
182184.mp4,0,s3://drivendata-competition-clog-loss/train/182184.mp4,J,113,0.0,True,True,True,3
182392.mp4,0,s3://drivendata-competition-clog-loss/train/182392.mp4,M,60,0.0,True,True,True,0
183229.mp4,0,s3://drivendata-competition-clog-loss/train/183229.mp4,A,59,0.0,True,True,True,2
183657.mp4,0,s3://drivendata-competition-clog-loss/train/183657.mp4,C,47,0.0,True,True,True,2
183881.mp4,1,s3://drivendata-competition-clog-loss/train/183881.mp4,L,85,0.0,True,True,True,3
184523.mp4,1,s3://drivendata-competition-clog-loss/train/184523.mp4,J,56,0.786592,True,True,True,0
185464.mp4,1,s3://drivendata-competition-clog-loss/train/185464.mp4,C,55,1.0,True,True,True,4
185571.mp4,1,s3://drivendata-competition-clog-loss/train/185571.mp4,A,65,1.0,True,True,True,0
186164.mp4,0,s3://drivendata-competition-clog-loss/train/186164.mp4,F,84,0.0,True,True,True,1
186284.mp4,0,s3://drivendata-competition-clog-loss/train/186284.mp4,L,62,0.0,True,True,True,4
186736.mp4,0,s3://drivendata-competition-clog-loss/train/186736.mp4,G,60,0.0,True,True,True,4
187301.mp4,1,s3://drivendata-competition-clog-loss/train/187301.mp4,E,79,0.789067,True,True,True,4
187558.mp4,1,s3://drivendata-competition-clog-loss/train/187558.mp4,A,63,1.0,True,True,True,0
188338.mp4,0,s3://drivendata-competition-clog-loss/train/188338.mp4,L,56,0.0,True,True,True,2
189006.mp4,0,s3://drivendata-competition-clog-loss/train/189006.mp4,J,87,0.0,True,True,True,4
189601.mp4,0,s3://drivendata-competition-clog-loss/train/189601.mp4,L,46,0.0,True,True,True,4
189653.mp4,0,s3://drivendata-competition-clog-loss/train/189653.mp4,G,41,0.056432,True,True,True,4
189763.mp4,0,s3://drivendata-competition-clog-loss/train/189763.mp4,I,47,0.0,True,True,True,0
189866.mp4,1,s3://drivendata-competition-clog-loss/train/189866.mp4,G,58,1.0,True,True,True,1
189964.mp4,0,s3://drivendata-competition-clog-loss/train/189964.mp4,G,88,0.0,True,True,True,0
190129.mp4,1,s3://drivendata-competition-clog-loss/train/190129.mp4,A,58,1.0,True,True,True,1
190271.mp4,1,s3://drivendata-competition-clog-loss/train/190271.mp4,G,58,0.76203,True,True,True,2
190523.mp4,1,s3://drivendata-competition-clog-loss/train/190523.mp4,M,69,0.854086,True,True,True,2
190856.mp4,0,s3://drivendata-competition-clog-loss/train/190856.mp4,F,91,0.0,True,True,True,3
191271.mp4,0,s3://drivendata-competition-clog-loss/train/191271.mp4,G,48,0.0,True,True,True,2
192301.mp4,0,s3://drivendata-competition-clog-loss/train/192301.mp4,G,59,0.0,True,True,True,4
192834.mp4,1,s3://drivendata-competition-clog-loss/train/192834.mp4,G,48,0.918293,True,True,True,3
193021.mp4,0,s3://drivendata-competition-clog-loss/train/193021.mp4,G,51,0.301628,True,True,True,0
193139.mp4,0,s3://drivendata-competition-clog-loss/train/193139.mp4,G,55,0.0,True,True,True,4
193472.mp4,1,s3://drivendata-competition-clog-loss/train/193472.mp4,G,50,0.7197279999999999,True,True,True,0
193536.mp4,1,s3://drivendata-competition-clog-loss/train/193536.mp4,F,72,1.0,True,True,True,0
193878.mp4,1,s3://drivendata-competition-clog-loss/train/193878.mp4,L,61,0.0,True,True,True,3
193958.mp4,1,s3://drivendata-competition-clog-loss/train/193958.mp4,G,54,0.8272709999999999,True,True,True,2
196440.mp4,0,s3://drivendata-competition-clog-loss/train/196440.mp4,F,75,0.0,True,True,True,1
197024.mp4,0,s3://drivendata-competition-clog-loss/train/197024.mp4,D,49,0.0,True,True,True,4
197876.mp4,1,s3://drivendata-competition-clog-loss/train/197876.mp4,G,73,0.677783,True,True,True,2
198074.mp4,0,s3://drivendata-competition-clog-loss/train/198074.mp4,A,49,0.0,True,True,True,1
198272.mp4,1,s3://drivendata-competition-clog-loss/train/198272.mp4,L,68,0.0,True,True,True,2
198493.mp4,0,s3://drivendata-competition-clog-loss/train/198493.mp4,G,57,0.0,True,True,True,4
198838.mp4,1,s3://drivendata-competition-clog-loss/train/198838.mp4,G,55,0.723771,True,True,True,4
199462.mp4,1,s3://drivendata-competition-clog-loss/train/199462.mp4,L,87,0.0,True,True,True,0
199670.mp4,0,s3://drivendata-competition-clog-loss/train/199670.mp4,M,63,0.0,True,True,True,3
200113.mp4,1,s3://drivendata-competition-clog-loss/train/200113.mp4,G,56,0.709113,True,True,True,0
200149.mp4,0,s3://drivendata-competition-clog-loss/train/200149.mp4,C,29,0.0,True,True,True,3
200575.mp4,1,s3://drivendata-competition-clog-loss/train/200575.mp4,G,50,1.0,True,True,True,2
201137.mp4,1,s3://drivendata-competition-clog-loss/train/201137.mp4,G,81,0.748079,True,True,True,1
201206.mp4,0,s3://drivendata-competition-clog-loss/train/201206.mp4,L,86,0.0,True,True,True,0
201429.mp4,0,s3://drivendata-competition-clog-loss/train/201429.mp4,K,54,0.0,True,True,True,2
201874.mp4,1,s3://drivendata-competition-clog-loss/train/201874.mp4,M,61,0.795558,True,True,True,0
202614.mp4,1,s3://drivendata-competition-clog-loss/train/202614.mp4,G,36,1.0,True,True,True,0
202765.mp4,0,s3://drivendata-competition-clog-loss/train/202765.mp4,G,52,0.0,True,True,True,4
202918.mp4,1,s3://drivendata-competition-clog-loss/train/202918.mp4,E,46,1.0,True,True,True,1
203188.mp4,0,s3://drivendata-competition-clog-loss/train/203188.mp4,G,49,0.0,True,True,True,1
203461.mp4,0,s3://drivendata-competition-clog-loss/train/203461.mp4,G,54,0.0,True,True,True,0
204839.mp4,0,s3://drivendata-competition-clog-loss/train/204839.mp4,G,58,0.666667,True,True,True,3
204878.mp4,0,s3://drivendata-competition-clog-loss/train/204878.mp4,G,42,0.0,True,True,True,4
205206.mp4,1,s3://drivendata-competition-clog-loss/train/205206.mp4,G,41,0.818022,True,True,True,0
205354.mp4,0,s3://drivendata-competition-clog-loss/train/205354.mp4,M,48,0.0,True,True,True,2
205516.mp4,0,s3://drivendata-competition-clog-loss/train/205516.mp4,G,65,0.0,True,True,True,2
206235.mp4,1,s3://drivendata-competition-clog-loss/train/206235.mp4,G,63,0.9299850000000001,True,True,True,2
207355.mp4,0,s3://drivendata-competition-clog-loss/train/207355.mp4,L,67,0.0,True,True,True,2
207670.mp4,1,s3://drivendata-competition-clog-loss/train/207670.mp4,G,54,1.0,True,True,True,4
208155.mp4,1,s3://drivendata-competition-clog-loss/train/208155.mp4,J,52,0.0,True,True,True,4
208384.mp4,0,s3://drivendata-competition-clog-loss/train/208384.mp4,C,51,0.0,True,True,True,0
209495.mp4,1,s3://drivendata-competition-clog-loss/train/209495.mp4,F,65,1.0,True,True,True,2
210531.mp4,0,s3://drivendata-competition-clog-loss/train/210531.mp4,M,30,0.0,True,True,True,2
210984.mp4,0,s3://drivendata-competition-clog-loss/train/210984.mp4,G,48,0.0,True,True,True,3
211518.mp4,0,s3://drivendata-competition-clog-loss/train/211518.mp4,D,80,0.0,True,True,True,2
212005.mp4,0,s3://drivendata-competition-clog-loss/train/212005.mp4,G,61,0.0,True,True,True,0
212545.mp4,1,s3://drivendata-competition-clog-loss/train/212545.mp4,C,52,0.823684,True,True,True,1
213077.mp4,0,s3://drivendata-competition-clog-loss/train/213077.mp4,I,51,0.0,True,True,True,0
213437.mp4,0,s3://drivendata-competition-clog-loss/train/213437.mp4,F,62,0.0,True,True,True,4
213744.mp4,0,s3://drivendata-competition-clog-loss/train/213744.mp4,L,55,0.0,True,True,True,3
213939.mp4,1,s3://drivendata-competition-clog-loss/train/213939.mp4,C,62,1.0,True,True,True,3
214706.mp4,1,s3://drivendata-competition-clog-loss/train/214706.mp4,F,58,1.0,True,True,True,0
215402.mp4,1,s3://drivendata-competition-clog-loss/train/215402.mp4,F,54,0.816541,True,True,True,1
215642.mp4,0,s3://drivendata-competition-clog-loss/train/215642.mp4,G,48,0.0,True,True,True,3
216006.mp4,1,s3://drivendata-competition-clog-loss/train/216006.mp4,G,50,0.669248,True,True,True,3
216582.mp4,0,s3://drivendata-competition-clog-loss/train/216582.mp4,G,48,0.487874,True,True,True,4
